4444444
1658178200679	0	121.76.110.142	3	37	user7	5193	1.1.3	WP
1658178200683	3000	139.206.227.230	2	22	user10	5825	1.1.2	Android
1658178200687	3000	222.63.250.251	4	48	user4	5761	1.1.1	Android
1658178200689	9000	121.76.165.99	4	45	user6	5742	1.1.0	Android
1658178200691	3000	121.77.126.69	4	45	user2	5201	1.1.1	iOS
1658178200693	6000	36.61.166.199	7	74	user4	5055	1.1.1	iOS
1658178200695	1000	61.237.218.192	1	15	user10	5753	1.1.2	WP
1658178200697	5000	210.47.154.170	10	102	user1	5201	1.1.0	WP
1658178200699	9000	222.57.109.172	4	45	user2	5620	1.1.2	iOS
1658178200701	6000	36.62.8.211	2	23	user9	5479	1.1.3	iOS
1658178200703	7000	121.76.25.219	2	24	user10	5438	1.1.0	WP
1658178200705	3000	171.15.5.69	6	64	user1	5848	1.1.0	Android
1658178200707	9000	106.92.217.172	8	85	user5	5502	1.1.1	iOS
1658178200709	0	121.76.28.139	3	37	user10	5717	1.1.0	Android
1658178200711	7000	61.232.147.198	5	54	user5	5707	1.1.0	iOS
1658178200713	8000	121.77.195.181	5	50	user9	5372	1.1.0	WP
1658178200715	3000	182.80.125.60	9	93	user4	5319	1.1.3	WP
1658178200717	9000	106.90.202.21	7	71	user4	5505	1.1.0	iOS
1658178200719	4000	139.197.228.132	4	40	user8	5295	1.1.3	Android
1658178200720	0	106.89.217.36	7	72	user9	5040	1.1.2	iOS
1658178200722	6000	61.235.149.11	9	97	user8	5236	1.1.2	iOS
1658178200724	2000	123.233.224.164	10	107	user6	5953	1.1.3	WP
1658178200726	1000	123.232.15.185	7	70	user9	5052	1.1.3	WP
1658178200728	6000	171.14.118.28	3	30	user4	5948	1.1.2	Android
1658178200731	9000	139.213.203.72	10	106	user6	5489	1.1.3	Android
1658178200734	2000	61.233.120.153	10	103	user3	5857	1.1.3	Android
1658178200736	2000	61.237.5.45	7	75	user7	5577	1.1.3	WP
1658178200737	4000	36.59.116.13	8	89	user9	5540	1.1.1	Android
1658178200739	5000	123.235.180.219	4	48	user1	5483	1.1.0	WP
1658178200741	3000	182.90.215.77	5	58	user7	5946	1.1.3	Android
1658178200743	5000	36.60.19.61	4	43	user10	5422	1.1.1	iOS
1658178200746	3000	182.88.201.95	5	57	user7	5059	1.1.2	iOS
1658178200748	3000	61.233.27.38	5	50	user3	5621	1.1.0	iOS
1658178200749	6000	123.234.110.185	8	82	user6	5101	1.1.2	WP
1658178200751	2000	121.76.253.125	9	91	user10	5567	1.1.1	WP
1658178200753	5000	106.89.45.59	10	104	user9	5670	1.1.2	Android
1658178200755	3000	121.76.55.54	3	39	user5	5409	1.1.0	iOS
1658178200757	9000	139.210.245.180	4	43	user8	5642	1.1.0	iOS
1658178200759	9000	222.40.65.214	5	55	user5	5833	1.1.0	WP
1658178200761	1000	123.232.50.66	8	83	user1	5127	1.1.3	iOS
1658178200763	1000	139.196.216.142	2	25	user8	5183	1.1.1	iOS
1658178200764	0	182.82.152.154	6	68	user7	5377	1.1.0	Android
1658178200766	8000	139.206.32.10	8	80	user1	5336	1.1.0	Android
1658178200768	6000	139.206.177.87	5	54	user9	5528	1.1.0	WP
1658178200770	4000	123.235.196.168	4	47	user10	5634	1.1.2	WP
1658178200772	5000	61.235.75.170	1	13	user4	5883	1.1.2	WP
1658178200777	7000	121.76.108.250	7	74	user4	5051	1.1.2	Android
1658178200779	6000	182.84.196.52	7	72	user9	5584	1.1.3	WP
1658178200780	9000	139.202.64.47	4	43	user4	5693	1.1.0	Android
1658178200782	0	182.89.118.143	8	82	user3	5822	1.1.2	WP
1658178200784	7000	61.235.105.30	1	14	user5	5367	1.1.0	Android
1658178200786	2000	139.214.210.19	3	38	user7	5454	1.1.0	iOS
1658178200788	0	61.232.94.2	10	106	user8	5302	1.1.0	WP
1658178200789	6000	210.31.215.7	6	66	user2	5619	1.1.2	WP
1658178200791	7000	182.85.144.77	3	39	user5	5055	1.1.3	iOS
1658178200793	2000	139.203.175.224	7	75	user10	5952	1.1.3	iOS
1658178200795	3000	139.197.37.182	6	60	user6	5169	1.1.2	WP
1658178200796	3000	171.8.163.90	10	105	user7	5750	1.1.0	WP
1658178200799	9000	61.233.126.175	7	76	user10	5029	1.1.1	iOS
1658178200801	0	61.233.138.159	9	90	user4	5824	1.1.0	WP
1658178200804	3000	121.76.165.131	9	94	user10	5421	1.1.1	Android
1658178200808	7000	123.234.210.143	6	67	user3	5850	1.1.3	Android
1658178200810	9000	171.8.68.148	9	90	user8	5433	1.1.0	Android
1658178200812	1000	123.232.37.223	5	59	user7	5155	1.1.0	WP
1658178200814	6000	36.62.193.193	9	94	user3	5389	1.1.0	iOS
1658178200816	3000	222.72.58.175	9	96	user1	5085	1.1.2	WP
1658178200817	9000	106.85.111.105	7	79	user7	5991	1.1.3	WP
1658178200819	8000	123.234.238.70	5	56	user8	5742	1.1.0	iOS
1658178200821	8000	182.90.194.99	7	74	user3	5045	1.1.2	Android
1658178200828	8000	171.11.211.47	5	58	user1	5263	1.1.3	Android
1658178200830	6000	121.77.121.42	8	81	user5	5759	1.1.1	iOS
1658178200832	0	36.59.89.61	10	100	user2	5101	1.1.1	WP
1658178200834	3000	182.80.171.148	7	76	user7	5364	1.1.0	WP
1658178200836	0	171.11.133.170	6	69	user6	5731	1.1.2	iOS
1658178200837	1000	123.233.210.6	1	11	user6	5397	1.1.0	WP
1658178200839	6000	222.93.131.100	1	12	user1	5898	1.1.0	Android
1658178200841	0	171.14.215.90	6	65	user7	5201	1.1.2	Android
1658178200844	9000	106.91.49.165	5	54	user9	5423	1.1.3	WP
1658178200846	4000	106.81.218.27	1	12	user8	5432	1.1.3	WP
1658178200847	8000	171.12.160.131	6	69	user4	5824	1.1.2	Android
1658178200849	3000	106.83.57.226	9	92	user5	5750	1.1.0	WP
1658178200851	7000	139.202.143.120	3	35	user3	5902	1.1.0	WP
1658178200853	5000	106.90.218.248	2	27	user9	5343	1.1.0	Android
1658178200855	3000	121.77.30.76	9	93	user2	5082	1.1.3	iOS
1658178200857	6000	121.77.237.55	5	52	user4	5178	1.1.1	iOS
1658178200858	0	171.12.123.207	6	66	user7	5735	1.1.0	WP
1658178200861	1000	171.8.166.250	6	62	user4	5095	1.1.2	Android
1658178200862	1000	36.57.43.99	3	32	user3	5708	1.1.3	Android
1658178200868	8000	182.84.61.252	7	72	user6	5891	1.1.1	iOS
1658178200871	5000	106.95.48.118	2	27	user7	5057	1.1.2	WP
1658178200873	6000	222.94.9.71	2	27	user6	5617	1.1.1	WP
1658178200875	1000	121.76.148.54	4	40	user7	5332	1.1.0	Android
1658178200876	4000	106.82.253.121	8	88	user2	5544	1.1.1	WP
1658178200878	5000	210.35.61.226	4	44	user3	5837	1.1.1	WP
1658178200881	4000	222.80.42.185	2	29	user2	5872	1.1.1	WP
1658178200882	7000	139.200.251.42	5	57	user9	5205	1.1.3	Android
1658178200884	6000	106.91.106.97	7	71	user5	5757	1.1.1	WP
1658178200886	7000	222.35.230.191	3	32	user3	5184	1.1.2	iOS
1658178200888	8000	36.60.54.107	1	17	user1	5847	1.1.0	WP
1658178200890	7000	171.14.186.125	2	25	user7	5849	1.1.0	iOS
1658178200892	4000	36.59.149.177	4	46	user1	5504	1.1.1	iOS
1658178200894	1000	171.13.26.140	1	19	user8	5140	1.1.0	WP
1658178200896	5000	121.77.231.43	5	50	user5	5096	1.1.2	iOS
1658178200898	8000	123.232.169.121	2	24	user9	5945	1.1.3	iOS
1658178200900	8000	106.95.201.235	9	94	user10	5865	1.1.0	iOS
1658178200902	6000	123.233.0.184	5	59	user10	5009	1.1.3	Android
1658178200904	2000	106.93.114.75	2	24	user9	5528	1.1.2	Android
1658178200905	1000	123.234.139.118	5	56	user10	5539	1.1.1	iOS
1658178200907	0	222.39.72.196	2	26	user4	5919	1.1.2	WP
1658178200909	9000	210.34.224.131	5	55	user8	5637	1.1.0	WP
1658178200910	6000	61.233.66.99	8	89	user3	5151	1.1.2	iOS
1658178200912	0	182.81.82.251	10	101	user10	5879	1.1.2	Android
1658178200914	5000	61.232.92.136	8	88	user8	5973	1.1.3	iOS
1658178200915	8000	36.57.249.120	4	44	user9	5549	1.1.2	WP
1658178200917	0	182.82.227.67	2	20	user3	5893	1.1.0	WP
1658178200919	0	106.87.1.248	6	65	user7	5271	1.1.0	Android
1658178200920	8000	210.29.115.227	3	33	user6	5739	1.1.2	Android
1658178200922	8000	182.82.224.188	6	66	user9	5887	1.1.2	Android
1658178200924	3000	61.237.133.67	3	32	user2	5128	1.1.3	Android
1658178200926	3000	139.209.72.126	3	30	user3	5234	1.1.3	WP
1658178200928	9000	123.235.197.135	4	42	user1	5218	1.1.3	Android
1658178200931	3000	210.34.240.200	8	81	user8	5318	1.1.3	iOS
1658178200933	7000	171.12.83.69	5	52	user8	5417	1.1.1	WP
1658178200935	2000	106.90.216.197	2	23	user6	5636	1.1.3	WP
1658178200937	1000	123.233.156.157	6	65	user6	5352	1.1.2	iOS
1658178200938	4000	121.76.182.117	7	77	user5	5129	1.1.1	iOS
1658178200940	8000	123.233.209.154	8	80	user5	5766	1.1.0	Android
1658178200942	0	121.77.75.84	9	97	user7	5164	1.1.0	WP
1658178200943	8000	222.33.194.43	10	103	user10	5866	1.1.0	iOS
1658178200945	0	139.215.170.219	5	54	user9	5952	1.1.2	iOS
1658178200947	0	123.234.217.41	10	100	user5	5362	1.1.0	Android
1658178200948	6000	210.32.54.165	4	47	user9	5691	1.1.2	WP
1658178200950	8000	123.235.190.82	9	94	user8	5999	1.1.1	WP
1658178200952	8000	182.80.59.88	9	94	user9	5251	1.1.0	Android
1658178200953	2000	36.61.62.100	4	44	user9	5919	1.1.3	iOS
1658178200955	7000	36.60.144.44	3	33	user6	5949	1.1.1	Android
1658178200957	0	182.88.9.27	7	77	user3	5009	1.1.0	Android
1658178200959	1000	61.233.30.45	2	23	user4	5496	1.1.1	iOS
1658178200960	9000	171.11.164.29	3	31	user5	5717	1.1.2	WP
1658178200962	9000	36.59.144.26	1	12	user6	5085	1.1.3	iOS
1658178200964	4000	61.233.15.220	8	89	user2	5847	1.1.2	Android
1658178200966	0	36.63.217.33	9	92	user4	5177	1.1.1	iOS
1658178200968	7000	171.12.93.100	8	88	user6	5476	1.1.1	iOS
1658178200970	5000	210.33.139.225	5	59	user3	5986	1.1.3	Android
1658178200973	6000	210.37.115.202	7	79	user10	5870	1.1.2	WP
1658178200976	4000	61.234.105.166	9	95	user7	5696	1.1.1	Android
1658178200982	3000	36.62.206.205	1	19	user8	5156	1.1.2	WP
1658178200984	1000	121.76.196.130	6	68	user5	5969	1.1.3	Android
1658178200986	7000	210.40.183.220	5	56	user5	5039	1.1.0	iOS
1658178200988	3000	210.46.216.12	5	56	user8	5952	1.1.0	iOS
1658178200989	6000	210.39.160.139	9	98	user4	5501	1.1.2	Android
1658178200991	1000	139.204.110.180	1	16	user8	5119	1.1.1	Android
1658178200999	4000	106.94.167.221	7	78	user8	5546	1.1.0	iOS
1658178201003	7000	210.29.41.72	3	37	user2	5034	1.1.3	iOS
1658178201005	3000	182.92.217.193	8	83	user6	5250	1.1.2	iOS
1658178201007	3000	61.234.187.126	8	87	user3	5028	1.1.1	iOS
1658178201009	8000	171.8.123.158	5	58	user6	5528	1.1.3	iOS
1658178201011	7000	61.237.74.57	6	69	user3	5536	1.1.1	iOS
1658178201013	8000	61.232.230.233	6	64	user9	5536	1.1.1	WP
1658178201015	0	171.13.98.104	3	34	user7	5806	1.1.1	Android
1658178201017	7000	171.9.216.216	3	38	user2	5918	1.1.2	Android
1658178201019	8000	36.56.50.86	2	22	user10	5009	1.1.2	WP
1658178201021	9000	123.232.148.39	6	60	user8	5835	1.1.3	iOS
1658178201022	9000	139.206.133.36	2	22	user5	5168	1.1.0	iOS
1658178201024	4000	139.210.239.177	5	53	user2	5566	1.1.1	iOS
1658178201026	4000	36.61.186.2	3	39	user1	5593	1.1.3	WP
1658178201027	1000	121.76.72.159	5	50	user5	5145	1.1.3	iOS
1658178201030	7000	139.203.207.138	8	81	user3	5477	1.1.3	WP
1658178201033	9000	182.91.89.166	7	77	user1	5104	1.1.0	WP
1658178201034	4000	106.80.70.63	3	37	user1	5948	1.1.2	WP
1658178201036	9000	210.46.234.231	5	52	user4	5032	1.1.3	Android
1658178201038	0	61.232.94.213	8	86	user6	5814	1.1.1	iOS
1658178201040	6000	210.40.94.170	8	83	user7	5342	1.1.3	WP
1658178201042	1000	61.235.120.9	9	93	user6	5735	1.1.3	iOS
1658178201044	4000	106.90.217.103	3	31	user3	5193	1.1.3	Android
1658178201045	0	121.76.91.3	10	106	user9	5061	1.1.3	iOS
1658178201047	8000	106.89.240.87	8	87	user10	5918	1.1.2	iOS
1658178201049	1000	61.232.176.46	6	63	user6	5290	1.1.3	Android
1658178201051	8000	171.10.113.82	2	26	user4	5168	1.1.1	Android
1658178201053	0	36.61.29.102	2	28	user5	5052	1.1.0	WP
1658178201055	1000	222.87.81.127	3	33	user5	5856	1.1.2	iOS
1658178201057	0	210.33.168.24	8	87	user8	5878	1.1.0	WP
1658178201059	4000	171.8.30.69	5	58	user1	5691	1.1.0	iOS
1658178201060	5000	182.91.106.94	9	92	user4	5294	1.1.3	iOS
1658178201064	0	222.24.75.0	10	102	user8	5151	1.1.0	Android
1658178201068	4000	123.234.116.50	6	62	user4	5296	1.1.3	Android
1658178201084	8000	36.60.209.145	8	89	user6	5662	1.1.2	iOS
1658178201087	2000	61.232.196.11	3	34	user4	5104	1.1.1	Android
1658178201089	7000	121.77.178.142	1	15	user3	5885	1.1.1	iOS
1658178201090	1000	121.77.238.57	2	23	user5	5695	1.1.1	WP
1658178201092	3000	121.77.251.207	4	46	user4	5169	1.1.3	WP
1658178201094	0	121.76.162.136	9	98	user5	5653	1.1.0	WP
1658178201095	0	106.95.164.215	2	29	user2	5544	1.1.2	Android
1658178201097	9000	121.76.243.10	10	100	user3	5015	1.1.2	WP
1658178201099	7000	171.12.101.29	2	25	user9	5968	1.1.1	WP
1658178201101	3000	210.42.31.55	5	51	user2	5436	1.1.3	iOS
1658178201102	4000	210.34.115.161	7	76	user6	5985	1.1.2	iOS
1658178201104	5000	222.22.111.64	6	64	user10	5154	1.1.3	iOS
1658178201107	3000	36.56.124.151	3	39	user8	5161	1.1.1	Android
1658178201110	2000	121.76.240.206	3	36	user4	5750	1.1.2	WP
1658178201112	6000	139.197.58.48	3	38	user7	5651	1.1.3	iOS
1658178201113	7000	210.35.33.120	5	51	user4	5975	1.1.1	Android
1658178201115	8000	222.56.93.249	6	64	user10	5557	1.1.0	Android
1658178201117	3000	210.29.238.6	8	82	user1	5537	1.1.2	WP
1658178201118	2000	139.207.235.152	8	81	user5	5888	1.1.0	WP
1658178201120	2000	222.93.6.138	2	29	user5	5650	1.1.2	iOS
1658178201122	2000	121.77.77.153	9	93	user3	5309	1.1.2	iOS
1658178201124	8000	61.233.223.41	6	61	user10	5707	1.1.2	iOS
1658178201126	9000	106.95.154.156	2	24	user5	5359	1.1.0	WP
1658178201128	2000	106.84.45.214	10	104	user9	5672	1.1.3	WP
1658178201130	9000	182.90.197.42	6	69	user10	5412	1.1.2	iOS
1658178201132	8000	123.235.29.52	4	40	user7	5924	1.1.1	WP
1658178201133	6000	36.62.108.34	10	101	user5	5659	1.1.2	WP
1658178201137	8000	210.27.226.88	7	72	user4	5333	1.1.1	Android
1658178201140	3000	106.82.217.244	8	80	user3	5725	1.1.1	iOS
1658178201142	9000	222.80.26.121	7	71	user3	5660	1.1.3	Android
1658178201150	1000	121.77.150.143	6	66	user8	5566	1.1.2	Android
1658178201153	1000	222.20.93.148	7	77	user5	5940	1.1.3	Android
1658178201156	8000	139.212.8.157	10	100	user5	5587	1.1.3	WP
1658178201159	0	61.232.102.243	2	24	user3	5565	1.1.3	iOS
1658178201161	1000	123.232.15.239	1	19	user9	5923	1.1.3	Android
1658178201163	0	106.82.56.121	3	38	user2	5234	1.1.1	Android
1658178201165	3000	210.35.204.232	5	58	user1	5741	1.1.2	WP
1658178201167	9000	171.11.174.97	4	46	user6	5021	1.1.3	WP
1658178201169	5000	222.24.252.35	7	74	user10	5633	1.1.0	iOS
1658178201170	5000	123.232.228.196	7	79	user2	5479	1.1.0	WP
1658178201172	9000	106.91.42.203	2	22	user4	5532	1.1.2	WP
1658178201174	0	222.53.201.93	10	104	user9	5531	1.1.1	iOS
1658178201175	8000	123.234.233.251	7	70	user2	5803	1.1.3	Android
1658178201177	9000	121.77.36.93	5	59	user6	5250	1.1.3	iOS
1658178201179	2000	61.232.48.197	2	27	user2	5940	1.1.2	iOS
1658178201181	5000	222.16.226.140	10	108	user9	5156	1.1.2	WP
1658178201182	9000	123.234.122.118	8	82	user2	5205	1.1.1	WP
1658178201184	3000	61.234.36.231	10	101	user1	5631	1.1.3	Android
1658178201186	6000	36.60.113.43	7	77	user9	5960	1.1.2	Android
1658178201187	2000	123.234.71.123	6	65	user6	5914	1.1.0	iOS
1658178201189	8000	210.29.230.114	2	22	user10	5281	1.1.0	iOS
1658178201191	9000	61.235.198.35	6	65	user4	5840	1.1.0	WP
1658178201193	8000	210.43.67.194	6	64	user8	5114	1.1.1	Android
1658178201194	7000	182.91.130.233	1	19	user7	5249	1.1.0	iOS
1658178201196	2000	121.76.12.38	1	13	user8	5800	1.1.0	Android
1658178201198	5000	121.76.83.97	4	42	user5	5349	1.1.0	Android
1658178201199	9000	106.87.223.115	1	13	user4	5086	1.1.2	Android
1658178201202	7000	36.62.62.230	3	38	user8	5550	1.1.2	WP
1658178201203	3000	182.87.224.174	1	12	user4	5108	1.1.1	WP
1658178201206	8000	182.83.220.72	5	51	user9	5225	1.1.1	iOS
1658178201207	9000	222.76.45.91	6	60	user2	5415	1.1.1	iOS
1658178201209	0	121.77.47.25	3	32	user3	5693	1.1.3	WP
1658178201211	6000	222.48.207.135	1	18	user3	5122	1.1.2	Android
1658178201213	0	106.91.151.180	8	83	user3	5635	1.1.1	Android
1658178201215	6000	123.234.34.77	4	48	user6	5843	1.1.1	Android
1658178201216	9000	182.83.31.93	10	100	user6	5646	1.1.2	WP
1658178201218	4000	123.234.74.115	2	23	user8	5645	1.1.0	Android
1658178201222	9000	182.80.131.0	7	72	user3	5829	1.1.2	Android
1658178201224	1000	210.37.121.201	10	105	user6	5417	1.1.3	iOS
1658178201226	9000	171.15.181.30	2	29	user2	5115	1.1.1	iOS
1658178201228	9000	106.94.239.66	4	48	user3	5119	1.1.3	Android
1658178201230	0	182.90.149.42	9	98	user5	5628	1.1.1	iOS
1658178201231	3000	106.90.78.170	6	60	user3	5235	1.1.0	Android
1658178201233	0	123.233.131.198	6	63	user7	5938	1.1.3	WP
1658178201235	2000	36.61.202.60	4	40	user8	5809	1.1.1	WP
1658178201237	1000	182.83.89.136	6	68	user10	5005	1.1.0	WP
1658178201239	2000	210.38.150.11	5	56	user3	5638	1.1.3	iOS
1658178201240	5000	139.215.181.102	4	44	user2	5451	1.1.2	WP
1658178201242	9000	123.233.174.74	6	66	user2	5850	1.1.0	iOS
1658178201244	9000	36.61.152.171	10	109	user8	5424	1.1.0	iOS
1658178201245	6000	121.77.152.241	2	20	user9	5349	1.1.1	WP
1658178201247	5000	210.30.130.11	1	19	user10	5133	1.1.1	iOS
1658178201249	3000	106.95.214.198	6	69	user7	5564	1.1.1	Android
1658178201251	9000	61.234.186.6	10	102	user4	5219	1.1.0	WP
1658178201255	2000	171.12.239.171	1	19	user2	5236	1.1.2	Android
1658178201257	5000	61.237.202.195	4	48	user8	5778	1.1.3	WP
1658178201259	6000	36.62.186.101	7	72	user2	5650	1.1.1	WP
1658178201261	1000	106.91.196.216	1	15	user10	5166	1.1.3	WP
1658178201263	1000	106.87.2.83	9	97	user7	5121	1.1.2	Android
1658178201265	8000	121.77.43.235	10	104	user9	5980	1.1.3	iOS
1658178201268	3000	106.87.251.119	8	81	user6	5334	1.1.2	WP
1658178201270	3000	222.72.47.109	5	57	user7	5734	1.1.3	WP
1658178201272	7000	123.234.34.47	2	26	user1	5631	1.1.0	iOS
1658178201274	1000	210.36.235.44	3	36	user8	5956	1.1.2	Android
1658178201275	4000	121.76.149.117	5	54	user6	5543	1.1.2	iOS
1658178201277	1000	139.196.10.22	9	96	user1	5192	1.1.0	Android
1658178201278	0	222.17.6.34	1	10	user5	5596	1.1.3	Android
1658178201280	7000	123.232.21.84	7	70	user6	5414	1.1.2	Android
1658178201282	7000	36.63.132.144	1	16	user1	5049	1.1.3	Android
1658178201283	8000	139.214.16.80	1	15	user5	5604	1.1.1	WP
1658178201285	8000	210.32.23.253	6	63	user8	5609	1.1.2	Android
1658178201286	1000	222.23.8.191	2	28	user10	5451	1.1.0	Android
1658178201288	8000	222.26.81.72	9	99	user7	5749	1.1.0	WP
1658178201290	0	182.92.92.10	3	39	user4	5467	1.1.0	Android
1658178201291	9000	171.11.208.87	9	91	user2	5225	1.1.0	WP
1658178201293	0	222.38.28.113	6	64	user9	5331	1.1.0	WP
1658178201295	4000	182.81.238.25	7	77	user2	5127	1.1.3	iOS
1658178201298	3000	61.236.100.68	8	89	user10	5599	1.1.0	iOS
1658178201300	3000	222.65.98.86	9	95	user10	5378	1.1.0	iOS
1658178201301	8000	36.61.22.165	2	20	user4	5078	1.1.0	iOS
1658178201303	0	121.77.54.44	4	45	user6	5566	1.1.3	WP
1658178201305	7000	121.76.147.160	10	104	user2	5941	1.1.0	Android
1658178201306	6000	123.234.233.221	6	63	user10	5296	1.1.2	Android
1658178201308	7000	121.77.239.20	8	86	user1	5302	1.1.0	iOS
1658178201311	9000	222.65.205.20	7	74	user4	5727	1.1.0	Android
1658178201315	1000	171.13.157.28	1	14	user10	5929	1.1.2	Android
1658178201317	3000	106.93.13.113	8	83	user6	5824	1.1.1	Android
1658178201319	9000	123.235.93.209	2	25	user7	5396	1.1.3	iOS
1658178201321	9000	106.93.213.248	5	57	user4	5019	1.1.3	WP
1658178201322	8000	123.233.32.48	2	20	user1	5022	1.1.1	Android
1658178201324	6000	182.89.110.76	3	37	user6	5641	1.1.2	Android
1658178201325	6000	61.232.44.203	2	25	user5	5908	1.1.3	WP
1658178201327	6000	171.10.27.166	8	83	user3	5287	1.1.3	WP
1658178201329	2000	123.232.73.13	3	37	user5	5384	1.1.0	WP
1658178201330	2000	61.234.146.27	4	48	user10	5078	1.1.2	Android
1658178201332	0	222.37.229.253	1	16	user1	5598	1.1.0	WP
1658178201335	3000	123.232.31.51	7	76	user9	5226	1.1.1	WP
1658178201339	4000	36.63.214.56	5	55	user6	5520	1.1.0	Android
1658178201343	6000	121.76.230.22	10	109	user5	5656	1.1.2	WP
1658178201345	0	36.61.0.27	4	40	user8	5867	1.1.1	iOS
1658178201347	2000	106.82.96.98	7	70	user6	5865	1.1.0	iOS
1658178201349	4000	182.89.138.33	4	47	user10	5011	1.1.1	Android
1658178201350	4000	123.233.38.71	10	106	user10	5912	1.1.3	Android
1658178201354	9000	123.232.223.206	10	106	user1	5521	1.1.0	iOS
1658178201355	8000	36.63.175.136	7	79	user1	5871	1.1.2	Android
1658178201357	1000	106.80.108.159	2	22	user6	5191	1.1.0	iOS
1658178201359	1000	106.87.171.238	7	73	user3	5914	1.1.3	Android
1658178201360	7000	139.201.203.94	8	87	user1	5604	1.1.2	WP
1658178201362	5000	139.202.158.230	4	43	user2	5353	1.1.0	iOS
1658178201364	0	61.236.22.213	3	36	user6	5179	1.1.0	Android
1658178201367	3000	171.15.116.194	10	105	user2	5876	1.1.1	WP
1658178201369	6000	182.92.177.40	2	29	user5	5730	1.1.0	iOS
1658178201371	9000	61.237.7.252	10	103	user4	5854	1.1.3	WP
1658178201373	7000	121.77.12.162	6	67	user1	5146	1.1.2	WP
1658178201375	2000	171.12.189.213	4	46	user4	5021	1.1.3	iOS
1658178201377	8000	171.14.191.198	2	22	user10	5450	1.1.1	iOS
1658178201379	8000	61.232.79.181	9	93	user8	5572	1.1.1	Android
1658178201380	3000	182.85.236.11	1	12	user10	5700	1.1.2	Android
1658178201383	2000	36.58.91.83	10	106	user4	5058	1.1.0	Android
1658178201385	4000	121.77.253.156	9	93	user4	5352	1.1.2	Android
1658178201387	7000	182.80.15.79	9	94	user1	5397	1.1.3	Android
1658178201389	3000	222.31.218.57	6	65	user5	5057	1.1.0	Android
1658178201392	0	222.54.193.33	9	95	user9	5290	1.1.3	iOS
1658178201394	1000	139.198.24.9	10	102	user7	5601	1.1.3	Android
1658178201396	5000	123.234.141.177	6	69	user9	5257	1.1.0	iOS
1658178201399	0	171.9.217.100	1	11	user8	5051	1.1.2	Android
1658178201402	7000	36.57.165.82	8	81	user3	5371	1.1.2	WP
1658178201407	2000	171.11.150.41	3	38	user6	5399	1.1.3	iOS
1658178201409	6000	123.232.118.248	9	94	user2	5566	1.1.2	iOS
